OverallQual,GarageCars,GrLivArea,1stFlrSF,TotalBsmtSF,GarageArea,ExterQual,FullBath,BsmtQual,YearBuilt,YearRemodAdd,TotRmsAbvGrd,Fireplaces,2ndFlrSF,KitchenQual,BsmtFinSF1,LotArea,CentralAir,MasVnrArea,Foundation,BedroomAbvGr,MSZoning,BsmtFullBath,OverallCond,WoodDeckSF,GarageType,HalfBath,SaleType,LotShape,Neighborhood,MSSubClass,LandSlope,BsmtExposure,SaleCondition,GarageYrBlt,LandContour,Fence,OpenPorchSF,LotFrontage,BsmtUnfSF,SalePrice
7,2,1232,1232,1232,632,1,2,1,2007,2007,6,0,0,1,724,7314,1,82.0,1,2,1,1,5,132,1,0,1,1,1,20,1,4,1,2007.0,1,2,0,64.0,508,194500
5,3,1776,1776,1584,888,2,2,2,1958,1958,9,0,0,2,0,11475,1,95.0,2,4,1,1,5,0,2,0,3,1,12,90,1,1,2,1968.0,1,2,25,85.0,1584,110000
4,2,1208,848,780,539,2,1,2,1925,1950,5,0,0,2,152,6240,1,0.0,2,2,2,0,5,0,2,0,1,1,14,30,1,1,1,1962.0,1,2,23,52.0,628,103000
8,2,1616,1616,1595,608,1,2,1,1995,1996,5,1,0,1,1180,5389,1,0.0,1,2,1,1,5,237,1,0,1,2,19,120,1,1,1,1995.0,1,2,152,39.0,415,236500
7,2,1146,1146,868,438,1,2,3,2003,2003,6,1,0,1,786,9590,1,442.0,1,3,1,1,5,160,1,0,1,2,17,80,1,4,1,2003.0,1,2,22,73.0,82,187500
7,2,2031,1153,1153,541,1,2,1,1998,1999,8,1,878,1,252,11404,1,202.0,1,3,1,0,5,192,1,1,1,2,1,60,1,4,1,1998.0,1,2,84,75.0,901,222500
5,1,1144,1144,864,264,2,1,2,1961,1983,6,1,0,2,594,10000,1,0.0,2,3,1,1,6,165,1,0,1,1,10,20,1,1,1,1961.0,1,3,0,80.0,270,131400
5,1,948,948,948,300,2,1,2,1968,1968,6,0,0,2,0,8978,1,0.0,1,3,1,0,5,147,1,0,1,2,10,20,1,1,6,1968.0,1,3,0,80.0,948,108000
7,2,1768,880,880,320,2,1,1,1914,1970,6,2,888,2,390,10800,2,0.0,3,2,2,0,7,0,2,1,1,1,8,75,1,3,1,1914.0,1,3,341,60.0,490,163000
3,2,1040,1040,0,400,2,2,1,1950,1950,6,0,0,2,0,8544,2,0.0,2,2,1,0,4,0,2,0,1,1,12,90,1,3,1,1949.0,1,3,0,60.0,0,93500
8,3,1801,901,893,800,1,2,1,2005,2005,8,1,900,1,0,10463,1,0.0,1,3,1,0,5,0,1,1,1,2,18,60,1,1,1,2005.0,4,3,116,72.0,893,239900
5,0,1200,1200,1200,0,2,3,1,1987,1988,5,0,0,2,1200,10800,1,0.0,2,3,1,3,5,120,1,0,1,1,16,90,1,2,5,2005.0,1,3,0,60.0,0,179000
7,2,1728,864,864,572,1,2,1,2004,2004,7,0,864,1,0,9313,1,0.0,1,3,1,0,5,187,1,1,1,2,1,60,1,1,1,2004.0,1,3,56,65.0,864,190000
5,2,1432,768,264,360,2,2,4,1910,2002,7,0,664,2,0,9600,1,0.0,3,2,2,0,7,270,2,0,1,1,8,70,1,1,2,1910.0,1,4,0,60.0,264,132000
6,1,912,912,912,288,2,1,2,1961,1996,5,0,0,1,832,6768,1,0.0,2,3,1,1,8,168,2,0,1,2,10,20,1,3,1,1962.0,1,4,0,65.0,80,142000
7,2,1349,1349,1349,539,2,2,1,2000,2001,6,0,0,2,0,8450,1,108.0,1,3,1,0,5,120,1,0,1,1,13,20,1,1,1,2000.0,1,4,55,65.0,1349,179000
5,2,1464,1464,520,480,2,2,1,1963,1999,6,1,0,2,444,12886,1,0.0,2,3,1,0,6,302,1,0,1,2,10,80,1,4,1,1997.0,1,4,0,70.0,76,175000
8,2,1337,1337,1337,462,1,2,1,1993,1993,5,1,0,1,733,5395,1,0.0,1,2,1,1,5,96,1,0,1,2,19,120,1,1,1,1993.0,4,4,0,41.0,604,180000
8,2,2715,1175,1142,831,3,3,2,1976,1996,11,2,1540,1,575,8963,1,289.0,2,4,1,0,9,0,3,1,1,2,7,60,1,1,1,1994.0,1,4,204,41.0,487,299800
7,2,2256,980,952,554,1,2,1,2000,2000,8,1,1276,1,300,8795,1,0.0,1,4,1,0,5,224,3,1,1,2,18,60,1,1,1,2000.0,1,4,54,41.0,652,236000
7,4,2640,1320,1240,864,1,1,2,1880,2003,8,1,1320,1,0,11700,2,0.0,6,4,2,0,7,181,2,1,1,2,8,70,1,1,1,1950.0,1,4,0,65.0,1240,265979
7,2,1720,1720,1720,527,1,2,1,1996,1996,7,1,0,1,919,10593,1,338.0,1,3,1,1,5,240,1,0,1,2,4,20,1,1,1,1996.0,1,4,56,59.0,801,260400
4,1,1529,1088,0,240,2,2,1,1945,1950,9,0,441,2,0,8405,2,0.0,5,4,1,0,3,92,2,0,1,1,16,50,1,1,1,1945.0,1,4,0,50.0,0,98000
4,0,1140,792,576,0,2,1,2,1910,2004,7,0,348,2,0,8800,1,0.0,3,3,2,0,7,0,2,0,1,1,8,50,1,1,1,1945.0,1,4,160,55.0,576,96500
7,2,1320,660,660,400,1,2,1,2003,2003,6,0,660,1,0,7750,1,0.0,1,3,1,0,5,0,1,1,1,1,18,60,1,1,1,2003.0,1,4,48,55.0,660,162000
6,2,1494,1494,1479,576,2,2,1,1997,1997,6,0,0,1,1200,9236,1,0.0,1,3,1,1,5,168,1,0,1,2,1,20,1,2,1,1997.0,1,4,27,79.0,279,217000
8,3,2098,1038,1030,878,1,2,1,2005,2005,8,1,1060,3,0,10240,1,178.0,1,3,1,0,5,192,1,1,1,1,11,60,1,3,1,2005.0,1,4,52,80.0,1030,275500
6,2,1026,1026,1026,440,2,1,2,1969,2005,5,0,0,1,439,7930,1,0.0,2,3,1,1,8,171,2,0,1,1,12,20,1,1,1,1969.0,1,4,48,61.0,115,156000
6,2,1471,742,729,440,2,2,1,1999,1999,6,0,729,2,381,3230,1,894.0,1,3,4,0,5,0,2,1,1,1,6,160,1,1,1,1999.0,1,4,24,34.0,348,172500
8,2,1768,866,866,578,1,2,1,2007,2007,7,0,902,1,20,10769,1,0.0,1,3,1,0,5,144,1,1,1,2,1,60,1,4,1,2007.0,1,4,105,68.0,846,212000
6,2,1386,672,672,440,2,2,2,1978,1978,6,1,714,2,438,11616,1,328.0,2,3,1,0,5,335,1,1,1,2,10,60,1,3,2,1978.0,1,4,0,68.0,234,158900
7,2,1501,757,744,440,2,2,1,1999,1999,6,0,744,2,549,2280,1,360.0,1,3,4,0,5,0,2,1,1,1,6,160,1,1,1,1999.0,1,4,0,24.0,195,179400
8,3,2531,1328,1318,752,1,2,1,1995,1995,9,1,1203,1,56,12257,1,513.0,1,4,1,0,5,222,1,1,1,2,4,60,1,4,1,1995.0,1,4,98,65.0,1198,290000
6,1,864,864,864,300,2,1,2,1959,1959,5,0,0,2,612,9100,1,0.0,2,2,1,0,6,0,2,0,1,1,12,20,1,1,1,2008.0,1,4,0,70.0,252,127500
5,2,1301,1301,1145,440,2,1,2,1924,1950,5,0,0,4,405,6911,1,0.0,1,2,2,0,5,0,2,0,1,1,9,30,1,3,1,1965.0,1,4,0,60.0,740,100000
7,2,1547,764,756,614,2,2,1,2009,2009,7,0,783,1,24,8640,1,0.0,1,3,4,0,5,169,1,1,8,1,6,60,1,3,1,2009.0,1,4,45,72.0,732,215200
8,3,2365,1268,1252,856,1,2,1,1999,1999,8,1,1097,1,1163,9430,1,673.0,1,3,1,1,5,0,1,1,1,1,4,60,1,3,1,1999.0,1,4,128,82.0,89,337000
8,2,1494,1494,1494,481,1,1,1,1995,1996,6,1,0,3,437,9549,1,0.0,1,2,1,1,5,0,1,1,1,2,2,120,1,4,1,1995.0,1,4,30,30.0,0,270000
9,2,1506,1506,1498,592,1,2,1,2008,2008,6,1,0,3,0,14587,1,284.0,1,2,1,0,5,0,1,0,2,2,6,20,1,1,3,2008.0,1,4,174,75.0,1498,264132
7,2,1714,980,980,496,2,2,1,1988,1988,7,1,734,2,394,10421,1,42.0,2,3,1,0,5,228,1,1,1,1,7,60,1,1,1,1988.0,1,2,66,80.0,586,196500
6,1,1750,983,983,423,2,2,1,1940,1985,7,0,767,2,660,12508,1,0.0,2,4,1,1,7,245,1,0,1,2,5,50,1,3,1,1989.0,1,2,0,75.0,323,160000
7,2,1836,1836,1860,484,1,2,1,2004,2005,8,1,0,1,24,9100,1,0.0,1,3,1,0,5,120,1,0,1,1,1,20,1,1,1,2004.0,1,2,33,70.0,1836,216837
8,3,3279,1690,1650,841,3,3,1,2003,2003,12,1,1589,3,1416,53504,1,603.0,1,4,1,1,5,503,3,1,1,3,19,60,2,2,1,2003.0,4,2,36,47.0,234,538000
5,2,858,858,858,576,2,1,1,1982,1982,5,0,0,2,685,7252,1,0.0,2,2,1,1,5,120,2,0,1,2,10,85,1,4,1,1983.0,1,2,0,47.0,173,134900
4,2,1220,1220,836,396,2,1,4,1951,1951,6,0,0,2,836,8877,1,0.0,2,2,1,0,5,0,2,0,3,1,16,20,1,1,1,1951.0,1,2,0,67.0,0,102000
6,2,1117,1117,1029,672,2,1,2,1976,1976,6,1,0,2,422,7819,1,0.0,2,3,1,1,5,144,2,0,1,1,16,80,1,4,2,1976.0,1,2,0,94.0,480,107000
5,1,912,912,912,275,2,1,2,1958,1958,5,0,0,2,456,10150,1,1.0,2,2,1,0,5,0,1,0,3,1,12,20,1,1,1,1958.0,1,2,0,70.0,456,114500
8,3,1973,1973,1935,895,1,2,1,2006,2006,9,1,0,1,0,14226,1,375.0,1,3,1,0,5,315,1,0,2,1,11,20,1,4,3,2006.0,1,2,45,110.0,1935,395000
6,2,1204,1204,1204,412,2,2,3,1998,1998,5,0,0,2,866,4500,1,320.0,1,2,2,1,5,0,1,0,1,1,5,120,1,1,1,1998.0,1,2,247,32.0,338,162000
7,3,1614,1614,1614,865,1,2,1,2005,2006,7,0,0,1,20,11210,1,240.0,1,3,1,0,5,144,1,0,2,2,1,20,1,4,3,2005.0,1,2,59,86.0,1594,221500
5,2,894,894,864,440,2,1,2,1974,1974,5,1,0,2,762,13350,1,0.0,2,3,1,1,5,241,1,0,1,2,10,20,1,1,1,1974.0,1,2,0,100.0,102,142500
5,2,2020,2020,0,630,2,2,2,1977,1977,10,2,0,2,0,8400,1,320.0,5,4,5,0,5,0,2,0,1,1,13,90,1,1,1,1977.0,1,2,0,60.0,0,144000
6,2,1004,1004,975,504,2,1,1,1977,1977,4,0,0,2,975,10530,1,90.0,2,2,1,1,5,0,1,0,1,1,5,90,1,2,1,1977.0,1,2,0,78.0,0,135000
7,2,1253,1253,1237,402,2,2,1,1995,1996,6,1,0,2,0,7875,1,38.0,1,3,1,0,5,220,1,0,1,1,18,20,1,1,1,1995.0,1,2,21,63.0,1237,176000
6,2,1603,810,761,484,1,2,1,1992,1992,7,0,793,1,387,7153,1,0.0,1,3,1,0,5,0,1,1,1,1,13,60,1,1,1,1992.0,1,2,124,65.0,374,175900
7,2,1430,1430,1413,605,1,2,1,2001,2002,6,0,0,1,0,16285,1,0.0,1,3,1,0,5,0,1,0,1,3,1,20,1,1,1,2001.0,1,2,33,67.0,1413,187100
5,2,1110,1110,1097,602,2,1,1,1978,1978,4,1,0,1,1097,9101,1,104.0,1,1,1,1,6,303,1,0,1,2,5,85,1,4,1,1978.0,1,2,30,67.0,0,165500
6,0,1484,742,742,0,2,2,2,1914,2001,9,1,742,2,0,6300,1,0.0,2,3,2,0,6,0,1,0,1,1,8,75,1,1,1,1978.0,1,2,291,35.0,742,128000
6,2,1342,1342,1372,457,2,2,2,1967,1967,7,1,0,2,251,9790,1,0.0,2,3,1,0,5,0,1,0,1,1,7,20,1,1,1,1967.0,1,2,0,35.0,491,161500
5,1,1652,966,686,416,2,2,4,1915,1950,7,0,686,2,686,10800,1,0.0,1,4,2,1,6,0,2,0,1,1,8,50,1,1,1,1961.0,1,2,0,60.0,0,139000
7,2,2084,956,956,618,1,2,1,2004,2004,8,0,1128,1,656,10142,1,0.0,1,4,1,1,5,0,3,1,1,2,13,60,1,1,1,2004.0,1,2,45,76.0,300,233000
4,1,901,901,901,281,2,1,2,1954,2000,4,0,0,2,0,6000,1,0.0,2,2,2,0,7,0,2,0,1,1,8,20,1,1,1,1954.0,1,2,0,50.0,901,107900
6,2,2087,976,832,444,2,2,2,1966,2007,9,0,1111,1,568,12205,1,157.0,2,5,1,0,8,133,1,1,1,2,20,60,1,2,1,1966.0,3,2,168,50.0,264,187500
7,2,1145,1145,1145,397,1,2,1,2005,2006,5,1,0,1,16,3182,1,11.0,1,2,1,0,5,100,1,0,1,1,22,120,1,1,1,2005.0,1,2,16,43.0,1129,160200
6,2,1062,1062,1029,539,2,1,1,1976,1976,5,2,0,2,539,11333,1,0.0,1,3,1,1,5,120,1,0,1,2,5,80,1,4,1,1976.0,1,2,0,43.0,490,146800
7,2,2013,1127,1117,455,1,2,1,1996,1997,8,1,886,2,862,9920,1,0.0,1,3,1,1,5,180,1,1,1,2,4,60,1,4,1,1997.0,1,2,130,92.0,255,269790
8,2,1496,1496,1496,474,1,2,1,2007,2007,7,0,0,1,0,9158,1,140.0,1,3,1,0,5,168,1,0,2,1,6,20,1,4,3,2007.0,1,2,130,76.0,1496,225000
7,2,1895,1086,712,409,1,2,1,1994,1996,7,1,809,1,0,10832,1,0.0,1,3,1,0,5,143,1,1,1,2,18,60,1,1,1,1994.0,1,2,46,76.0,712,194500
6,2,1564,888,650,476,2,2,1,1980,1981,7,1,676,2,0,8400,1,130.0,2,3,1,0,6,0,1,1,1,1,13,60,1,1,1,1980.0,1,2,50,70.0,650,171000
6,2,1285,1285,660,528,2,1,2,1977,1977,7,1,0,2,0,8197,1,148.0,2,3,1,0,5,138,1,1,1,1,10,20,1,1,1,1977.0,1,2,0,71.0,660,143500
5,1,773,773,773,240,2,1,2,1953,1953,4,0,0,2,570,7677,1,0.0,2,2,1,0,5,0,1,0,1,1,12,20,1,1,2,1953.0,1,2,0,57.0,203,110000
9,3,3140,1966,1926,820,3,3,3,2008,2009,11,2,1174,3,0,13518,1,860.0,1,4,1,0,5,144,3,1,2,1,11,60,1,1,3,2009.0,1,2,78,104.0,1926,485000
5,1,1768,981,731,240,2,1,1,1937,1950,7,2,787,1,569,7200,1,252.0,3,3,1,1,7,0,2,1,1,1,24,50,1,1,1,1939.0,1,2,0,60.0,162,175000
6,2,1688,616,616,603,2,2,1,1997,1997,8,0,1072,1,462,12798,1,0.0,1,4,1,1,5,403,1,1,1,2,20,60,2,2,1,1997.0,4,2,114,79.0,154,200000
4,2,1196,1196,1196,440,2,1,2,1916,1990,5,0,0,2,197,4800,1,0.0,2,2,2,1,7,0,2,0,1,1,14,30,1,1,1,1957.0,1,2,0,40.0,999,109900
7,2,1456,728,728,410,1,2,1,2005,2005,7,1,728,1,648,8199,1,0.0,1,3,1,1,5,36,1,1,1,1,1,60,1,4,1,2005.0,1,2,18,63.0,80,189000
9,3,2822,1734,1734,1020,3,3,3,2008,2009,12,1,1088,3,0,13891,1,424.0,1,4,1,0,5,52,3,1,2,1,11,60,1,2,3,2009.0,1,2,170,107.0,1734,582933
5,1,1128,1128,936,286,2,1,2,1954,1954,5,0,0,2,812,9000,1,0.0,2,2,1,0,5,0,1,0,1,1,12,20,1,1,6,1954.0,1,3,0,75.0,124,118000
7,2,1428,1428,1417,554,1,2,1,2008,2008,6,0,0,3,0,12274,1,256.0,1,3,1,0,5,0,1,0,2,2,6,20,1,1,3,2008.0,1,3,60,91.0,1417,227680
5,1,980,980,980,384,2,2,2,1967,1967,6,0,0,2,400,9750,1,0.0,1,3,1,0,5,68,1,0,1,1,12,80,1,4,1,1967.0,1,3,0,75.0,100,135500
5,2,1576,1072,1324,528,2,1,2,1923,2004,6,1,504,1,1309,21384,1,0.0,2,3,1,2,6,0,1,1,1,1,9,70,1,2,1,1923.0,1,3,312,144.0,15,223500
5,2,1086,1086,1024,484,2,1,2,1966,1966,6,1,0,2,516,13400,1,1047.0,2,3,1,1,5,0,1,0,1,1,12,80,1,4,1,1966.0,1,3,0,85.0,380,159950
5,2,2138,1075,849,360,2,2,2,1898,1965,11,0,1063,2,0,8100,2,0.0,1,2,2,0,5,40,2,0,1,1,8,75,1,1,1,1910.0,1,2,156,90.0,849,106000
6,2,1309,1309,1040,484,2,1,2,1974,1999,5,1,0,1,663,10140,1,99.0,2,3,1,1,6,265,1,1,1,1,7,20,1,1,1,1974.0,1,4,0,78.0,0,181000
6,2,848,848,848,420,1,1,1,2004,2004,4,1,0,1,662,4438,1,169.0,1,1,2,1,5,140,1,0,4,1,1,120,1,2,1,2004.0,1,4,0,78.0,186,144500
5,2,1044,1044,540,504,4,1,2,1952,1952,4,0,0,4,0,8712,2,0.0,2,2,3,0,5,0,5,0,1,1,14,20,2,4,5,1952.0,2,4,0,66.0,540,55993
6,1,1442,1442,1442,301,2,1,2,1958,1958,7,0,0,2,608,9750,1,243.0,2,4,1,0,6,0,1,1,3,1,12,20,1,1,1,1958.0,1,4,0,75.0,834,157900
5,1,1250,686,686,280,2,1,2,1918,1950,7,0,564,4,0,8248,1,0.0,3,3,1,0,7,207,2,1,1,1,16,50,1,1,1,1955.0,1,4,0,45.0,686,116000
7,2,1661,1661,1649,598,2,2,1,1998,1998,6,0,0,1,0,12137,1,442.0,1,3,1,0,5,0,1,0,1,3,1,20,1,1,1,1998.0,1,4,34,48.0,1649,224900
5,1,1008,1008,1008,275,2,1,2,1954,1954,4,1,0,2,486,11425,1,0.0,2,2,1,0,6,0,1,0,1,2,12,20,1,1,1,1954.0,1,4,0,48.0,522,137000
8,3,1689,1689,1568,857,1,2,1,2002,2002,7,2,0,1,1218,13265,1,148.0,1,3,1,1,5,150,1,0,1,2,5,20,1,1,1,2002.0,1,4,59,48.0,350,271000
6,2,1052,1052,1010,440,2,1,2,1971,1971,6,0,0,2,504,8816,1,80.0,2,3,1,1,7,0,1,0,1,1,20,80,1,4,1,1971.0,1,2,0,80.0,506,155000
7,2,1358,1358,1358,484,1,2,1,2009,2010,6,1,0,1,733,6371,1,128.0,1,2,1,1,5,192,1,0,2,2,11,120,1,3,3,2010.0,1,2,35,44.0,625,224000
7,2,1640,798,798,595,1,2,1,2003,2003,6,0,842,1,0,7226,1,0.0,1,3,1,0,5,0,1,1,1,2,1,60,1,1,1,2003.0,1,2,45,72.0,798,183000
4,2,936,936,936,576,4,1,4,1953,1953,4,0,0,2,0,6000,2,0.0,2,2,2,0,4,0,2,0,1,1,8,20,2,1,1,1974.0,2,2,32,60.0,936,93000
7,2,1733,847,847,433,1,2,1,2003,2003,7,1,886,1,0,12394,1,0.0,1,3,1,0,5,100,3,1,1,2,18,60,1,2,6,2003.0,1,2,48,60.0,847,225000
6,1,1489,944,778,240,2,2,2,1940,1950,7,1,545,2,0,9900,1,0.0,3,3,1,0,7,335,2,0,1,1,24,50,1,1,1,1940.0,1,3,0,60.0,778,139500
8,2,1489,1489,1489,776,1,2,1,2006,2006,7,1,0,1,0,11216,1,0.0,1,3,4,0,5,0,1,0,2,1,6,20,1,1,3,2006.0,1,3,140,81.0,1489,232600
10,3,2084,2084,2078,1220,3,2,3,2007,2008,7,1,0,3,1636,14803,1,816.0,1,2,1,1,5,188,1,0,2,1,11,20,1,4,3,2007.0,1,3,45,114.0,442,385000
5,0,784,784,784,0,2,1,2,1924,1950,5,0,0,1,784,6130,1,0.0,3,2,2,1,6,0,1,0,1,1,9,45,1,1,1,2007.0,1,3,0,50.0,0,109500
7,2,1434,1434,1454,527,1,2,1,2001,2001,6,1,0,1,20,8529,1,0.0,1,3,1,0,5,290,1,0,1,2,13,20,1,1,1,2001.0,1,3,39,65.0,1434,189000
5,2,2126,1160,1013,538,2,2,2,1967,1967,7,0,966,2,249,28698,1,0.0,1,3,1,0,5,486,1,1,1,3,20,60,3,2,2,1967.0,3,3,0,65.0,0,185000
7,2,1223,520,600,480,1,2,1,2005,2005,4,0,623,1,0,2544,1,0.0,1,2,4,0,5,0,2,1,1,1,6,160,1,1,1,2005.0,1,3,166,24.0,600,147400
6,2,1392,1392,1392,458,2,1,2,1957,1957,6,2,0,2,1040,11900,1,387.0,2,3,1,1,5,0,1,1,1,2,12,20,1,1,1,1957.0,1,3,0,80.0,352,166000
7,2,1200,520,600,480,2,2,1,2005,2005,4,0,600,1,0,3180,1,0.0,1,2,4,0,5,0,2,1,1,1,6,160,1,1,1,2005.0,1,3,166,30.0,600,151000
7,2,1829,941,941,613,1,2,1,2003,2003,7,1,888,1,483,9548,1,223.0,1,3,1,1,6,192,1,1,1,2,1,60,1,1,1,2003.0,1,3,39,44.0,458,237000
6,2,1516,1516,1516,472,2,1,2,1964,1964,6,0,0,2,196,10004,1,180.0,2,3,1,0,6,0,1,1,1,1,12,20,1,1,1,1964.0,1,3,0,100.0,975,167000
5,2,1144,1144,1144,456,2,1,2,1961,1961,6,0,0,2,572,7875,1,136.0,2,3,1,1,6,0,1,0,1,1,12,20,1,1,1,1961.0,1,3,0,75.0,572,139950
4,2,1067,1067,1067,436,2,2,1,1950,1995,4,0,0,1,442,9600,1,0.0,2,2,1,0,7,290,1,0,1,1,10,20,1,1,1,1996.0,1,3,0,60.0,625,128000
5,2,1559,1559,1559,812,2,1,2,1948,1973,5,0,0,2,338,8100,1,0.0,3,2,2,1,6,0,2,0,3,1,8,30,1,1,1,1948.0,1,3,116,90.0,1221,153500
6,1,987,483,483,264,2,1,2,1973,1973,5,0,504,2,330,1680,1,158.0,2,2,2,1,5,0,2,1,1,1,23,160,1,1,1,1973.0,1,3,0,21.0,153,100000
5,1,1099,1099,1099,352,2,1,1,1995,2006,6,0,0,1,0,9525,1,0.0,1,3,1,0,6,278,1,1,1,1,1,20,1,1,1,1999.0,1,3,0,75.0,1099,144000
5,1,1200,768,768,240,2,1,2,1946,1995,6,0,432,2,352,11767,1,0.0,2,3,1,0,6,0,2,0,1,1,16,50,1,1,1,1946.0,1,3,0,70.0,416,130500
6,1,1482,810,672,400,2,2,2,1925,1950,7,0,672,4,156,12155,2,0.0,3,4,5,0,8,0,2,0,1,2,24,70,1,1,1,1934.0,1,3,0,70.0,516,140000
5,2,1539,958,650,686,2,2,2,1904,2002,8,1,581,1,0,10440,1,0.0,1,3,2,0,8,70,2,0,1,1,8,70,1,1,1,1983.0,1,3,78,60.0,650,157500
6,2,1165,1165,1127,490,2,1,2,1966,1966,6,0,0,2,312,9020,1,183.0,2,3,1,1,7,0,1,1,1,1,12,80,1,2,1,1966.0,1,4,129,82.0,276,174900
5,0,1800,1800,1800,0,2,2,2,1961,1961,10,0,0,2,0,8000,2,0.0,2,6,1,0,4,0,1,0,1,1,12,90,1,1,1,1966.0,1,4,0,80.0,1800,141000
5,3,1416,876,876,720,2,1,2,1915,1950,7,1,540,2,0,12665,1,0.0,3,4,2,0,8,418,2,1,1,2,8,50,1,3,1,1949.0,1,4,0,100.0,876,153900
5,2,1701,1701,1390,611,2,2,1,1975,1981,6,2,0,2,1390,16647,1,0.0,2,3,1,1,5,0,5,0,1,2,10,85,1,2,1,1975.0,1,4,0,100.0,0,171000
7,2,1775,1006,740,425,1,2,1,1993,1993,7,1,769,1,513,9317,1,137.0,1,3,1,1,5,234,1,1,1,1,13,60,1,1,1,1993.0,1,4,72,75.0,227,213000
5,1,864,864,864,338,2,1,2,1972,1972,5,1,0,2,460,15523,1,0.0,2,3,1,1,6,0,1,0,1,2,1,20,1,4,1,1972.0,1,4,0,36.0,404,133500
6,2,2358,1307,907,360,2,3,2,1908,1997,10,1,1051,2,0,45600,1,0.0,3,5,1,0,8,486,2,0,1,3,20,50,1,1,1,1908.0,2,4,40,75.0,907,240000
6,2,1855,1094,528,512,1,2,2,1976,1994,7,1,761,2,0,9600,1,360.0,2,3,1,0,7,113,1,1,1,1,2,80,1,1,1,1976.0,1,4,100,80.0,528,187000
6,2,848,848,848,420,1,1,1,2003,2003,3,0,0,1,659,4435,1,170.0,1,1,2,1,5,140,1,0,1,1,1,120,1,4,1,2003.0,1,4,0,36.0,189,131500
8,2,1456,1456,1273,400,1,2,1,2003,2003,7,1,0,1,0,3196,1,40.0,1,2,1,0,5,143,1,0,1,1,22,120,1,2,1,2003.0,1,4,20,36.0,1273,215000
7,1,1646,918,918,240,2,2,2,1941,1950,7,2,728,2,364,7128,1,0.0,2,4,1,0,5,0,2,0,1,1,3,75,1,1,1,1941.0,1,2,0,53.0,554,164000
6,2,1445,1445,1127,645,2,1,2,1964,1964,7,1,0,2,564,12095,1,115.0,2,3,1,0,6,180,1,1,1,2,12,80,1,2,1,1964.0,1,2,0,53.0,563,158000
5,2,1779,1779,1763,454,2,1,2,1955,1974,6,1,0,2,306,17920,1,0.0,2,3,1,1,4,0,1,1,1,1,10,20,1,3,2,1955.0,1,2,418,102.0,372,170000
5,1,1040,1040,1040,260,2,1,2,1962,2010,6,0,0,2,659,6897,1,0.0,2,3,1,1,8,0,2,1,1,2,10,20,1,1,1,1962.0,1,2,104,102.0,381,127000
6,2,1026,1026,940,576,2,1,1,1978,1978,5,0,0,2,505,10970,1,0.0,2,3,1,1,6,0,2,0,1,2,1,80,2,2,1,1981.0,3,2,0,102.0,0,147000
6,2,1481,702,702,343,2,2,1,1994,1995,6,1,779,2,0,8125,1,0.0,1,3,1,0,5,0,1,1,1,1,18,60,1,1,1,1994.0,1,2,36,65.0,702,174000
7,2,1370,1370,1090,479,2,2,1,1976,1976,6,1,0,2,0,10400,1,189.0,2,3,1,0,5,0,1,0,1,1,7,20,1,1,6,1976.0,1,2,0,80.0,1090,152000
6,2,2654,1512,1054,619,2,2,2,1968,1984,9,1,1142,1,619,11029,1,220.0,2,4,1,1,7,0,1,1,1,2,7,60,1,3,1,1968.0,1,2,65,80.0,435,250000
7,1,1426,912,912,216,1,1,2,1918,1998,7,1,514,1,0,7642,1,0.0,3,3,1,0,8,0,2,1,1,1,3,50,1,1,1,1925.0,1,4,240,55.0,912,189950
5,2,1039,1039,1039,504,2,1,2,1965,1965,6,0,0,2,841,11625,1,0.0,1,3,1,1,4,0,1,1,1,1,10,190,1,3,1,1965.0,1,4,0,75.0,198,131500
6,2,1097,1097,1040,480,2,2,1,1984,1985,6,0,0,2,338,9672,1,0.0,1,3,1,0,5,0,1,0,1,1,13,20,1,1,1,1986.0,1,4,0,81.0,702,152000
5,1,1148,1148,1148,672,2,1,2,1959,1959,6,0,0,2,1148,7931,1,0.0,2,3,1,1,5,0,1,0,1,1,12,20,1,1,1,1959.0,1,4,0,70.0,0,132500
7,2,1372,1372,1372,529,1,2,3,2007,2008,6,0,0,1,0,8640,1,0.0,1,3,4,0,5,0,1,0,2,1,6,20,1,1,3,2008.0,1,4,140,72.0,1372,250580
5,2,1002,1002,1002,902,2,1,2,1970,1970,5,0,0,2,828,8750,1,76.0,2,3,1,1,6,0,2,0,1,2,12,20,1,1,1,1973.0,1,2,0,72.0,174,148500
8,3,1646,1646,1638,870,1,2,1,2006,2007,6,1,0,1,0,10656,1,274.0,1,3,1,0,5,192,1,0,2,2,17,20,1,4,3,2007.0,4,2,80,67.0,1638,248900
4,2,1120,1120,1040,544,2,1,2,1961,1961,5,0,0,4,932,6970,1,0.0,2,3,1,1,5,168,1,1,1,1,10,20,1,1,1,1961.0,1,2,0,85.0,108,129000
5,2,2320,1547,0,672,2,2,2,1948,1950,7,1,720,2,0,14762,1,0.0,5,2,1,0,6,120,1,0,1,3,18,60,1,1,1,1979.0,1,2,144,85.0,0,169000
7,2,1949,1062,1050,574,1,2,1,1993,1994,8,1,887,1,750,9938,1,246.0,1,3,1,1,5,156,1,1,1,1,13,60,1,1,1,1993.0,1,4,90,80.0,300,236000
