OverallQual,GarageCars,GrLivArea,FullBath,1stFlrSF,BsmtQual,YearRemodAdd,TotalBsmtSF,BsmtFinSF1,ExterQual,2ndFlrSF,Fireplaces,TotRmsAbvGrd,KitchenQual,Foundation,BsmtFinType1,CentralAir,YearBuilt,GarageArea,HalfBath,BsmtFullBath,LotArea,BedroomAbvGr,Neighborhood,MSZoning,WoodDeckSF,MasVnrArea,OverallCond,LandSlope,LotFrontage,MSSubClass,BldgType,BsmtUnfSF,LotShape,GarageType,GarageFinish,RoofStyle,BsmtExposure,Id,Fence,SalePrice
7,2,2263,2,1468,2,1994,795,795,2,795,1,9,1,2,2,1,1977,539,1,1,16659,3,7,1,0,34.0,7,1,60.0,60,1,0,2,1,3,1,1,294,2,235000
6,2,1644,1,1644,2,1953,1416,1285,2,0,2,7,2,2,1,1,1953,418,0,1,9600,3,12,1,110,238.0,5,1,80.0,20,1,131,1,1,3,2,1,295,2,167000
6,2,1003,1,1003,2,1984,1003,819,2,0,0,6,2,2,1,1,1984,588,0,1,7937,3,5,1,120,0.0,6,1,37.0,80,1,184,2,2,2,1,4,296,4,142500
5,1,1558,1,910,2,1950,910,420,2,648,0,6,2,2,5,1,1950,282,1,0,13710,4,14,2,289,0.0,5,1,75.0,50,1,490,1,1,2,1,1,297,2,152000
7,2,1950,2,975,1,1998,975,649,1,975,1,7,1,1,5,1,1997,576,1,0,7399,3,6,4,0,1600.0,5,1,66.0,60,1,326,2,2,1,2,1,298,2,239000
6,2,1743,1,1041,2,1968,702,384,1,702,1,7,2,2,2,1,1968,539,2,0,11700,3,7,1,224,365.0,6,1,90.0,60,1,143,1,1,2,4,1,299,2,175000
6,1,1152,1,1152,2,2004,1092,0,2,0,1,6,1,2,3,1,1950,300,0,0,14000,3,3,1,0,0.0,8,1,80.0,20,1,1092,1,1,2,1,1,300,4,158500
5,1,1336,1,1336,2,1953,1165,841,2,0,2,5,2,2,5,1,1953,375,0,1,15750,2,3,1,0,56.0,5,1,90.0,190,2,324,1,1,2,2,3,301,4,157000
8,2,2452,2,1210,1,1999,1028,281,1,1242,1,9,1,1,1,1,1998,683,1,0,16226,4,1,1,208,0.0,5,1,66.0,60,1,747,4,3,3,1,1,302,4,267000
7,3,1541,2,1541,1,2002,1541,0,1,0,1,6,1,1,3,1,2001,843,0,0,13704,3,1,1,468,150.0,5,1,118.0,20,1,1541,2,1,1,1,1,303,4,205000
5,2,894,1,894,2,1972,894,894,2,0,0,5,2,1,2,1,1972,552,0,1,9800,3,1,1,256,0.0,7,1,70.0,20,1,0,1,1,2,1,1,304,3,149900
7,3,3493,3,1675,2,2002,1470,0,2,1818,1,10,1,3,3,1,1880,870,0,0,18386,3,8,2,302,0.0,9,1,87.0,75,1,1470,1,1,2,1,1,305,3,295000
8,3,2000,2,2000,1,2005,2000,1464,1,0,0,8,1,1,1,1,2004,888,0,1,10386,3,1,1,168,246.0,5,1,80.0,20,1,536,1,1,3,1,1,306,3,305900
7,3,2243,2,1122,1,1991,700,700,1,1121,1,8,1,2,2,1,1990,746,1,1,13474,4,13,1,127,246.0,5,1,116.0,60,1,0,1,1,1,1,1,307,3,225000
6,0,1406,1,1035,2,1950,319,0,2,371,0,6,4,2,3,1,1920,0,0,0,7920,3,14,2,0,0.0,7,1,116.0,50,1,319,2,1,1,1,1,308,2,89500
4,2,861,1,861,2,1950,861,262,2,0,0,4,2,2,5,1,1940,539,0,0,12342,1,16,1,158,0.0,5,1,116.0,30,1,599,2,2,2,1,1,309,2,82500
9,3,1944,2,1944,3,2004,1896,1274,1,0,3,8,3,1,1,1,2003,708,0,1,12378,3,11,1,208,0.0,5,1,90.0,20,1,622,2,1,3,1,2,310,2,360000
6,2,1501,2,697,1,1994,697,518,2,804,1,6,1,1,2,1,1993,420,1,0,7685,3,18,1,190,112.0,5,1,90.0,60,1,179,2,1,3,1,1,311,2,165600
6,1,972,1,972,2,2002,972,680,2,0,1,5,2,2,2,1,1948,240,0,1,8000,2,12,1,0,0.0,6,1,50.0,20,1,292,1,2,2,1,1,312,2,132000
5,2,1118,1,793,1,1950,793,507,2,325,1,5,2,2,4,1,1939,410,0,1,7800,3,8,2,0,0.0,7,1,65.0,190,2,286,1,2,2,1,3,313,2,119900
7,2,2036,2,2036,1,1965,2136,1236,2,0,2,8,2,2,2,1,1965,513,0,2,215245,3,17,1,0,0.0,5,3,150.0,20,1,80,4,1,1,2,2,314,2,375000
7,2,1641,1,832,2,1990,728,16,2,809,1,6,3,3,6,1,1925,546,1,0,9600,3,8,2,0,0.0,7,1,60.0,70,1,712,1,2,2,1,1,315,2,178000
7,2,1432,2,716,1,2005,716,425,1,716,1,6,1,1,1,1,2004,432,1,1,7795,3,18,1,100,0.0,5,1,71.0,60,1,291,2,1,3,1,1,316,2,188500
7,2,2353,2,1153,1,1980,845,692,1,1200,1,10,3,2,1,1,1980,484,1,1,13005,4,7,1,288,278.0,7,1,94.0,60,1,153,2,1,1,1,1,317,4,260000
8,3,1959,2,1088,1,2006,1088,0,1,871,1,8,1,1,3,1,2006,1025,1,0,9000,3,6,4,208,0.0,5,1,75.0,60,1,1088,1,1,1,1,4,318,4,270000
7,3,2646,2,1372,1,1993,1347,987,1,1274,1,9,1,1,1,1,1993,656,1,1,9900,4,4,1,340,256.0,5,2,90.0,60,1,360,1,1,1,1,2,319,4,260000
7,2,1472,2,1472,1,1980,1372,1036,2,0,2,6,2,2,1,1,1980,588,0,1,14115,3,7,1,233,225.0,5,1,90.0,80,1,336,1,1,2,1,4,320,4,187500
9,3,2596,3,1249,3,2006,1249,0,2,1347,0,9,1,1,3,1,2006,840,1,0,16259,4,11,1,240,370.0,5,1,111.0,60,1,1249,1,1,1,1,4,321,4,342643
8,3,2468,2,1136,3,2004,1136,970,1,1332,1,10,1,1,1,1,2004,872,1,1,12099,4,11,1,184,388.0,5,1,99.0,60,1,166,2,3,3,1,4,322,4,354000
7,2,2730,2,1553,2,1987,1502,28,1,1177,1,8,1,2,6,1,1986,576,1,1,10380,4,13,1,201,172.0,5,1,86.0,60,1,0,2,1,3,1,2,323,2,301000
3,1,1163,1,1163,2,2005,1162,256,2,0,0,6,2,2,2,1,1955,220,0,1,5820,3,8,2,142,0.0,8,1,49.0,20,1,906,1,1,2,1,1,324,2,126175
7,2,2978,2,1898,1,2007,710,0,1,1080,1,11,1,2,3,1,1967,564,1,0,11275,5,12,1,240,300.0,7,1,96.0,80,1,710,1,3,3,4,1,325,2,242000
5,2,803,1,803,2,1950,720,116,2,0,0,5,2,2,5,2,1941,360,0,0,5000,2,14,2,0,0.0,6,1,50.0,45,1,604,1,2,2,1,4,326,2,87000
8,2,1719,1,1719,1,1993,1719,1619,1,0,2,6,1,1,1,1,1993,473,1,2,10846,1,2,1,122,0.0,5,1,32.0,120,4,100,2,1,3,1,2,327,2,324000
6,1,1383,1,1383,2,1960,1383,565,2,0,0,7,2,2,4,1,1960,292,1,0,11600,3,12,1,0,175.0,5,1,80.0,20,1,818,1,1,1,2,1,328,2,145250
6,2,2134,2,1445,2,1994,844,0,2,689,0,10,1,3,3,2,1916,441,0,0,11888,5,9,1,0,0.0,6,1,80.0,75,1,844,2,2,2,1,1,329,2,214500
5,1,1192,1,596,2,1950,596,0,2,596,0,6,2,1,3,2,1920,189,0,0,6402,3,14,2,0,0.0,5,1,60.0,70,1,596,1,2,2,1,3,330,3,78000
5,1,1728,2,1728,2,1964,1728,40,2,0,0,10,2,2,1,1,1964,352,0,0,10624,6,12,1,155,84.0,4,1,60.0,90,3,1424,2,2,2,1,1,331,3,119000
5,1,1056,1,1056,2,1992,1056,846,2,0,0,6,2,2,4,1,1958,308,0,1,8176,3,12,1,0,0.0,6,1,70.0,20,1,210,1,1,1,1,1,332,3,139000
8,3,1629,2,1629,1,2004,3206,1124,1,0,1,7,1,1,1,1,2003,880,0,1,10655,3,11,1,0,296.0,5,1,85.0,20,1,1603,2,1,1,1,1,333,3,284000
7,2,1358,2,1358,1,2004,1358,720,1,0,1,6,1,1,1,1,2004,484,0,1,8198,2,11,2,192,146.0,5,1,59.0,120,4,638,1,1,1,1,4,334,3,207000
6,2,1638,2,943,1,1998,943,828,2,695,2,7,2,1,1,1,1998,472,1,1,9042,3,18,1,100,0.0,5,1,59.0,60,1,115,2,1,3,1,2,335,3,192000
5,2,1786,2,1619,2,1965,1499,1249,2,167,2,7,2,2,2,1,1965,529,0,2,164660,3,17,1,670,0.0,6,3,59.0,190,2,103,2,1,3,1,2,336,3,228950
9,3,1922,2,1922,3,2006,1922,1249,1,0,1,8,1,1,1,1,2005,676,0,1,14157,3,19,1,178,200.0,5,1,86.0,20,1,673,2,1,3,2,2,337,3,377426
7,2,1536,2,1536,1,2003,1536,810,1,0,0,7,1,1,1,1,2002,532,0,1,9135,3,1,1,192,113.0,5,1,70.0,20,1,726,1,1,1,1,4,338,3,214000
7,2,1621,2,1621,1,1998,1208,213,1,0,0,8,1,2,2,1,1984,440,0,1,14145,3,7,1,108,0.0,7,1,91.0,20,1,995,1,1,1,1,3,339,3,202500
6,1,1215,1,1215,2,1998,1215,585,2,0,0,6,2,2,4,1,1958,297,0,0,12400,3,12,1,0,176.0,7,1,66.0,20,1,630,2,1,2,2,1,340,3,155000
8,2,1908,2,993,1,2002,967,0,1,915,0,9,1,1,3,1,2002,431,1,0,14191,4,17,1,135,0.0,5,1,85.0,60,1,967,1,1,3,1,1,341,3,202900
4,1,841,1,841,2,1950,721,0,4,0,0,4,2,2,3,1,1950,294,0,0,8400,2,13,5,250,0.0,4,1,60.0,20,1,721,1,4,2,1,1,342,3,82000
3,2,1040,2,1040,2,1950,0,0,2,0,0,6,2,5,3,2,1949,400,0,0,8544,2,12,1,0,340.0,4,1,60.0,90,3,0,1,2,2,1,1,343,3,87500
9,2,1684,2,1684,3,2005,1684,28,3,0,1,6,3,1,1,1,2005,564,0,0,8849,2,11,1,495,616.0,5,1,63.0,120,4,1656,2,1,1,2,1,344,3,266000
5,1,1112,1,536,1,1976,536,129,2,576,0,4,2,2,4,1,1976,336,1,0,2592,3,15,2,182,0.0,3,1,36.0,160,4,175,1,1,2,1,1,345,3,85000
6,1,1577,1,972,2,1950,972,0,2,605,1,6,4,3,3,1,1939,312,0,0,6435,3,9,1,0,0.0,5,1,65.0,50,1,972,1,2,2,1,1,346,3,140200
6,1,958,1,958,2,1998,958,498,2,0,0,5,2,2,5,1,1960,301,0,0,12772,2,12,1,0,0.0,8,1,65.0,20,1,460,2,1,1,2,3,347,3,151500
6,2,1478,2,1478,2,1960,1478,1270,2,0,2,6,2,2,5,1,1960,498,0,1,17600,3,12,1,0,30.0,5,1,65.0,20,1,208,2,1,2,1,1,348,3,157500
7,2,1626,2,764,1,2004,764,573,1,862,0,6,1,1,1,1,2003,474,1,1,2448,2,11,1,0,106.0,5,1,36.0,160,5,191,1,3,1,1,1,349,3,154000
9,3,2728,2,1848,3,2006,1848,1410,3,880,2,10,3,1,1,1,2005,706,1,1,20431,4,11,1,0,870.0,5,1,56.0,60,1,438,3,1,3,2,1,350,3,437154
9,2,1869,2,1869,3,2007,1869,0,3,0,1,6,3,1,3,1,2007,617,0,0,7820,2,11,1,210,362.0,5,1,68.0,120,4,1869,2,1,1,2,1,351,3,318061
7,2,1453,1,1453,1,1986,1453,1082,2,0,1,6,1,1,1,1,1986,445,1,1,5271,2,20,1,0,0.0,5,2,68.0,120,1,371,2,1,1,1,2,352,3,190000
5,1,1111,1,616,2,1950,616,236,2,495,0,5,2,2,6,2,1941,200,0,0,9084,3,16,1,48,0.0,6,1,60.0,50,1,0,1,2,2,1,3,353,3,95000
6,2,720,1,720,2,2003,624,0,2,0,0,5,2,3,3,1,1928,484,0,0,8520,2,8,2,106,0.0,8,1,60.0,30,1,624,1,2,2,1,1,354,3,105900
6,1,1595,1,1192,2,2000,940,388,2,403,2,6,2,2,6,1,1940,240,0,0,8400,2,24,1,0,0.0,5,1,60.0,50,1,552,1,1,2,1,1,355,3,140000
6,2,1200,2,1200,1,1995,1200,334,1,0,0,6,1,1,2,1,1995,521,0,1,11249,3,1,1,0,0.0,5,1,105.0,20,1,322,3,1,1,1,1,356,3,177500
6,2,1167,2,1167,1,1992,1158,560,2,0,0,6,1,1,1,1,1992,400,0,1,9248,3,18,1,120,106.0,6,1,105.0,20,1,598,2,1,1,1,1,357,3,173000
5,2,1142,1,1142,1,1976,1142,874,2,0,1,6,2,1,2,1,1976,528,1,1,4224,3,15,2,536,0.0,5,1,44.0,120,4,268,1,1,3,1,1,358,2,134000
5,1,1352,1,1352,2,1958,1062,300,2,0,0,6,1,2,5,1,1958,288,0,0,6930,3,20,1,168,120.0,4,1,92.0,80,1,468,2,3,2,2,4,359,2,130000
8,2,1924,2,1086,1,1998,1086,956,1,838,1,7,1,1,1,1,1998,592,1,1,12011,3,4,1,208,530.0,5,1,78.0,60,1,130,2,1,1,1,4,360,2,280000
6,2,912,1,912,1,1978,888,773,2,0,1,5,2,2,1,1,1978,470,0,1,7540,2,5,1,0,0.0,6,1,78.0,85,1,115,2,1,1,1,4,361,2,156000
5,1,1505,1,988,2,1982,883,399,2,517,0,8,2,2,4,1,1940,240,0,1,9144,3,9,1,0,0.0,5,1,78.0,50,1,484,1,2,2,1,1,362,2,145000
7,2,1922,3,495,2,2003,0,0,1,1427,1,7,1,5,4,1,2003,672,0,0,7301,4,16,1,0,500.0,5,1,64.0,85,1,0,1,3,1,1,1,363,2,198500
6,1,987,1,483,2,2007,483,162,2,504,0,5,1,2,2,1,1972,264,1,0,1680,2,23,2,250,510.0,8,1,21.0,160,5,321,1,2,2,1,1,364,2,118000
6,2,1574,2,790,1,1976,796,712,2,784,1,6,2,1,1,1,1976,566,1,1,18800,3,7,1,306,120.0,5,1,21.0,60,1,84,2,1,3,1,3,365,2,190000
5,1,1344,1,672,2,1997,672,456,2,672,0,6,2,2,4,1,1920,468,0,0,10690,3,14,2,0,0.0,7,1,59.0,70,1,216,1,2,2,2,1,366,2,147000
6,2,1394,1,1394,1,1963,1394,609,2,0,2,6,2,2,5,1,1963,514,1,1,9500,3,12,1,0,247.0,5,1,59.0,20,1,785,2,1,1,1,1,367,2,159000
6,1,1431,1,1431,1,1962,1099,371,2,0,1,6,2,2,1,1,1962,296,0,0,9150,3,12,1,64,305.0,5,1,101.0,80,1,728,2,5,1,1,2,368,2,165000
5,1,1268,1,1268,2,1954,1268,540,2,0,1,7,2,1,6,1,1954,244,0,0,7800,2,12,1,0,200.0,6,1,78.0,20,1,728,1,1,3,1,1,369,2,132000
5,2,1287,1,1287,2,2006,1063,72,2,0,1,7,1,2,2,1,1959,576,0,1,9830,3,12,1,364,0.0,7,1,78.0,20,1,733,2,2,3,1,1,370,2,162000
6,2,1664,2,953,1,2000,953,0,2,711,1,7,2,1,3,1,2000,460,1,0,8121,3,18,1,100,0.0,5,1,78.0,60,1,953,2,1,1,1,1,371,2,172400
4,2,1588,2,1120,1,1959,0,0,2,468,1,7,2,2,3,1,1959,680,0,0,17120,4,20,1,0,0.0,4,1,80.0,50,1,0,1,2,3,1,1,372,2,134432
6,1,752,1,752,1,1984,744,623,2,0,0,4,2,2,2,1,1984,264,0,1,7175,2,13,1,353,0.0,5,1,50.0,120,4,0,1,1,2,1,1,373,2,125000
5,1,1319,1,1319,2,1953,608,428,2,0,0,5,2,1,5,1,1953,270,0,1,10634,3,12,1,66,0.0,6,1,79.0,20,1,0,1,1,2,1,1,374,3,123000
7,2,1928,2,847,1,2004,847,0,1,1081,1,8,1,1,3,1,2003,434,1,0,8200,4,1,1,100,0.0,5,1,65.0,60,1,847,1,3,3,1,1,375,3,219500
1,0,904,0,904,4,1950,683,350,4,0,0,4,4,3,5,2,1922,0,1,1,10020,1,16,1,0,0.0,1,3,65.0,30,1,333,2,3,3,1,2,376,3,61000
5,2,914,1,914,1,1996,870,298,1,0,0,5,2,1,1,1,1996,576,0,0,8846,2,1,1,0,0.0,5,1,57.0,85,1,572,2,2,2,1,4,377,3,148000
8,2,2466,3,1580,1,2005,1580,0,1,886,1,8,1,1,3,1,2004,610,0,0,11143,4,6,4,159,0.0,5,1,102.0,60,1,1580,2,1,1,1,1,378,3,340000
9,3,1856,1,1856,3,2010,1856,1445,1,0,1,8,3,1,1,1,2010,834,1,1,11394,1,19,1,113,350.0,2,1,88.0,20,1,411,1,1,3,2,4,379,3,394432
6,2,1800,2,1007,1,2000,982,0,2,793,1,7,2,1,3,1,2000,463,1,0,8123,3,18,1,100,16.0,5,1,60.0,60,1,982,2,1,3,1,1,380,3,179000
5,1,1691,2,1026,2,1950,1026,218,2,665,1,6,1,3,6,1,1924,308,0,0,5000,3,24,1,0,0.0,6,1,50.0,50,1,808,1,2,2,1,1,381,3,127000
7,2,1301,2,1301,1,2006,1293,0,1,0,1,5,1,1,3,1,2006,572,0,1,7200,2,6,4,216,0.0,5,1,60.0,20,1,1293,1,1,1,1,1,382,3,187750
7,2,1797,2,939,1,2006,939,0,1,858,0,8,1,1,3,1,2006,639,1,0,9245,3,1,1,144,0.0,5,1,79.0,60,1,939,2,1,1,1,4,383,3,213500
6,2,784,1,784,4,1950,784,0,2,0,0,5,2,3,3,2,1928,360,0,0,9000,2,13,5,0,0.0,3,1,60.0,45,1,784,1,2,2,1,1,384,3,76000
6,2,1953,2,1079,1,1992,1580,985,1,874,2,9,1,1,1,1,1992,501,1,1,53107,3,20,1,216,0.0,5,2,60.0,60,1,595,3,1,3,1,4,385,3,240000
8,2,1269,2,1269,1,2005,1256,24,1,0,1,6,1,1,1,1,2004,430,0,0,3182,2,22,1,146,16.0,5,1,43.0,120,4,1232,1,1,3,1,1,386,3,192000
5,0,1184,1,658,2,1996,658,0,2,526,0,8,2,1,3,1,1910,0,0,0,8410,5,16,1,0,0.0,3,1,58.0,50,1,658,1,1,3,3,1,387,3,81000
6,1,1125,1,1125,2,1976,1041,631,2,0,1,6,2,2,2,1,1976,352,0,1,7200,3,16,1,296,255.0,6,1,72.0,80,1,410,1,2,2,2,4,388,3,125000
7,2,1479,2,1479,1,2000,1468,0,1,0,0,6,1,1,3,1,1999,577,0,0,9382,3,1,1,120,125.0,5,1,93.0,20,1,1468,2,1,1,1,1,389,3,191000
10,3,2332,2,1742,3,2008,1682,1280,3,590,1,9,3,1,1,1,2007,846,1,1,12474,3,11,1,196,272.0,5,1,96.0,60,1,402,1,3,3,1,4,390,3,426000
5,1,1367,1,961,2,1950,861,241,2,406,0,7,2,3,4,1,1900,384,0,1,8405,4,16,1,0,0.0,8,1,50.0,50,1,229,1,2,2,1,1,391,2,119000
6,2,1961,2,804,3,2002,804,690,2,1157,1,7,1,1,2,1,2001,560,1,1,12209,3,5,1,125,0.0,5,1,71.0,60,1,114,2,3,3,1,1,392,2,215000
5,1,882,1,882,3,1959,0,0,2,0,0,5,2,5,2,1,1959,294,0,0,8339,3,12,1,0,0.0,7,1,71.0,20,1,0,2,1,1,1,1,393,2,106500
4,0,788,1,788,2,1950,788,266,2,0,2,4,2,2,4,1,1941,0,0,0,7446,2,9,1,0,0.0,5,1,71.0,30,1,522,1,1,1,1,1,394,3,100000
5,1,1034,1,735,2,1950,735,0,2,299,0,5,2,2,3,1,1940,240,0,0,10134,2,8,1,0,0.0,6,1,60.0,50,1,735,1,2,2,1,1,395,3,109000
5,1,1144,1,1144,2,1956,1144,739,2,0,0,6,2,2,5,1,1956,596,0,1,9571,3,16,1,44,0.0,6,1,68.0,20,1,405,1,1,2,1,4,396,3,129000
5,2,894,1,894,2,1972,894,777,2,0,0,6,2,2,4,1,1972,600,0,0,7200,2,1,1,215,0.0,5,1,60.0,20,1,117,1,2,1,2,4,397,3,123000
5,1,1812,2,876,2,1962,864,540,2,936,1,8,2,2,2,1,1962,264,0,0,7590,4,12,1,0,288.0,5,1,69.0,60,1,324,1,1,1,1,1,398,3,169500
5,1,1077,1,1077,4,1950,961,0,2,0,0,6,2,3,3,1,1920,338,0,0,8967,2,14,2,0,0.0,2,1,60.0,30,1,961,1,2,2,1,1,399,3,67000
7,2,1550,2,1112,1,2007,1092,812,1,438,0,7,1,1,1,1,2006,438,0,1,8125,2,6,4,0,100.0,5,1,65.0,60,1,280,1,1,3,1,1,400,3,241000
8,2,1288,1,1288,1,1996,1260,786,1,0,2,4,3,1,1,1,1996,500,1,1,14963,1,2,1,120,0.0,5,1,38.0,120,4,474,3,1,3,1,1,401,3,245500
7,2,1310,2,1310,1,2005,1310,24,1,0,1,6,1,1,1,1,2005,400,0,0,8767,3,1,1,0,0.0,5,1,65.0,20,1,1286,2,1,3,1,4,402,3,164990
5,1,672,1,672,2,1997,672,0,2,0,0,4,2,1,3,1,1940,240,0,0,10200,2,10,1,168,0.0,8,1,60.0,30,1,672,1,2,2,1,1,403,4,108000
8,2,2263,2,1165,1,1998,1141,0,1,1098,1,10,1,1,3,1,1998,420,1,0,12090,4,4,1,144,650.0,5,1,93.0,60,1,1141,1,3,3,2,1,404,4,258000
6,2,1572,2,806,1,1996,806,0,2,766,1,7,2,1,3,1,1995,373,1,0,10364,3,18,1,0,0.0,5,1,93.0,60,1,806,2,3,3,1,1,405,4,168000
4,2,1620,2,1620,2,1993,1281,1116,2,0,1,8,2,2,5,1,1976,490,0,1,9991,3,10,1,120,0.0,4,1,93.0,20,1,165,2,1,2,1,1,406,3,150000
6,1,1639,1,1166,2,1950,1064,0,2,0,0,6,2,3,3,1,1936,240,0,0,10480,3,24,1,0,0.0,5,1,51.0,50,1,1064,1,2,2,1,1,407,3,115000
6,1,1680,2,840,1,1976,840,0,2,840,0,8,2,3,3,1,1915,308,0,0,15576,4,3,1,0,0.0,7,1,63.0,70,1,840,1,1,2,1,1,408,3,177000
7,3,2172,2,1071,3,2006,1063,0,1,1101,1,9,1,1,3,1,2006,947,1,0,14154,3,11,1,192,350.0,5,1,109.0,60,1,1063,1,1,1,1,1,409,3,280000
8,3,2078,2,1050,3,2008,1034,789,1,1028,1,8,3,1,1,1,2007,836,1,1,10800,3,6,4,0,100.0,5,1,85.0,60,1,245,1,1,3,1,1,410,3,339750
5,1,1276,1,1276,2,1958,1276,0,2,0,0,5,2,2,3,1,1958,350,0,0,9571,3,16,1,0,0.0,3,1,68.0,20,1,1276,1,1,2,1,1,411,3,60000
5,2,1056,1,1056,2,1955,1056,1056,2,0,0,5,2,2,4,2,1955,572,0,1,34650,3,18,1,264,0.0,5,1,100.0,190,2,0,1,1,3,2,3,412,3,145000
7,2,1478,2,1478,3,2009,1470,578,3,0,1,7,1,1,1,1,2009,484,1,1,4403,2,6,4,0,432.0,5,1,100.0,20,1,892,3,1,3,1,4,413,3,222000
5,2,1028,1,1028,2,1950,1008,0,2,0,1,5,2,2,3,1,1927,360,0,0,8960,2,8,2,0,0.0,6,1,56.0,30,1,1008,1,2,2,1,1,414,3,115000
7,3,2097,2,1080,1,1993,1080,50,1,1017,1,9,1,1,5,1,1993,678,1,0,11228,3,13,1,196,0.0,5,1,59.0,60,1,499,3,1,2,1,1,415,3,228000
7,2,1340,2,1340,1,2007,1340,24,1,0,0,6,1,1,1,1,2007,396,0,0,8899,3,18,1,100,0.0,5,1,73.0,20,1,1316,2,1,3,1,4,416,3,181134
6,2,1400,1,672,2,1978,672,209,2,728,1,6,2,2,2,1,1978,440,1,0,7844,3,10,1,0,203.0,7,1,74.0,60,1,463,1,1,3,2,1,417,3,149500
6,3,2624,2,1370,1,1950,1370,1128,2,1254,1,10,2,3,5,2,1918,864,1,1,22420,4,3,1,0,0.0,6,1,86.0,70,1,242,2,2,2,2,1,418,3,239000
5,1,1134,1,756,2,1950,756,312,2,378,0,7,2,3,2,2,1940,240,1,1,8160,3,16,1,0,0.0,6,1,60.0,50,1,444,1,2,2,1,1,419,3,126000
5,1,1056,1,1056,2,1968,1056,775,2,0,1,6,2,2,5,1,1968,304,0,1,8450,3,12,1,0,0.0,6,1,65.0,20,1,281,1,1,2,1,1,420,3,142000
7,4,1344,2,1344,1,1998,1344,1309,2,0,0,8,2,1,1,1,1997,784,0,2,7060,2,5,2,0,200.0,5,1,78.0,90,3,35,1,1,3,1,2,421,3,206300
6,2,1602,2,1602,1,2000,1602,1246,1,0,1,8,1,2,2,1,1977,529,0,0,16635,3,7,1,240,126.0,7,1,78.0,20,1,356,2,1,3,1,1,422,3,215000
5,2,988,1,988,2,1954,988,0,2,0,0,4,2,2,3,1,1954,520,0,0,21750,2,5,1,0,0.0,5,2,100.0,20,1,988,1,1,1,2,1,423,3,113000
8,3,2630,2,1470,1,1998,1470,986,1,1160,1,8,1,1,1,1,1998,696,1,1,9200,4,4,1,0,473.0,5,1,80.0,60,1,484,1,1,3,1,1,424,3,315000
6,1,1196,1,1196,1,1956,1196,616,2,0,1,6,2,2,6,1,1956,297,0,1,9000,2,12,1,0,74.0,5,1,72.0,20,1,580,1,1,1,1,1,425,3,139000
7,1,1389,1,707,2,1992,651,0,2,682,2,6,2,2,3,1,1946,240,1,0,3378,3,8,2,0,0.0,8,1,60.0,60,1,651,1,2,2,1,1,426,3,135000
7,2,1644,2,1644,1,1989,1518,1518,1,0,1,5,1,1,1,1,1989,569,0,1,12800,2,13,1,80,145.0,5,2,60.0,80,1,0,1,1,3,1,2,427,3,275000
4,1,907,1,907,2,1957,907,288,2,0,0,5,2,2,4,1,1957,352,0,0,8593,3,12,1,0,0.0,6,1,77.0,20,1,619,2,2,2,2,1,428,3,109008
7,2,1208,2,1208,1,2007,1208,664,1,0,0,6,1,1,1,1,2007,628,0,1,6762,2,1,1,105,108.0,5,1,64.0,20,1,544,1,1,1,1,1,429,3,195400
6,2,1412,2,1412,1,1988,1392,1005,2,0,1,6,1,2,1,1,1988,576,0,1,11457,3,17,1,0,0.0,5,1,130.0,20,1,387,2,1,2,1,3,430,3,175000
6,1,987,1,483,2,1971,483,387,2,504,0,4,2,2,2,1,1971,264,1,0,1680,2,23,2,0,232.0,5,1,21.0,160,5,96,1,2,2,1,1,431,3,85400
6,0,1198,1,1088,2,1998,901,0,2,110,0,7,2,3,3,1,1920,0,0,0,5586,4,8,2,0,0.0,7,1,60.0,50,1,901,2,2,2,1,1,432,2,79900
5,2,1365,1,765,2,1971,765,471,2,600,0,6,2,2,2,1,1971,440,1,1,1920,2,23,2,240,376.0,5,1,24.0,160,4,294,1,2,2,1,1,433,2,122500
6,2,1604,2,926,1,1998,926,0,2,678,1,7,2,1,3,1,1997,470,1,0,10839,3,18,1,0,0.0,5,1,100.0,60,1,926,2,1,3,1,1,434,2,181000
4,0,630,1,630,1,1972,630,495,2,0,0,3,2,2,2,1,1972,0,0,1,1890,1,15,2,88,0.0,7,1,21.0,180,5,135,1,1,3,1,4,435,2,81000
7,2,1661,2,827,1,1996,799,385,1,834,1,6,1,1,1,1,1996,550,1,1,10667,3,1,1,158,0.0,6,1,43.0,60,1,70,3,1,1,1,4,436,2,212000
6,2,1118,1,734,4,1950,648,0,2,384,0,6,2,3,3,1,1920,440,0,0,4400,2,8,2,0,0.0,8,1,40.0,50,1,648,1,2,2,1,1,437,2,116000
6,1,904,1,904,2,2004,884,0,1,0,0,4,2,1,3,1,1926,180,0,0,6000,2,9,2,0,0.0,7,1,50.0,45,1,884,1,2,2,1,1,438,2,119000
5,1,694,1,694,2,2002,440,365,2,0,1,4,1,1,6,2,1913,352,0,0,4280,2,3,1,0,0.0,6,1,40.0,30,1,75,1,2,2,1,1,439,2,90350
6,2,1196,1,684,2,2000,684,0,2,512,0,7,1,3,3,1,1920,528,0,0,12354,3,16,1,0,0.0,8,1,67.0,50,1,684,1,2,2,1,3,440,4,110000
10,3,2402,2,2402,3,2008,3094,1767,3,0,2,10,3,1,1,1,2008,672,0,1,15431,2,11,1,0,200.0,5,1,105.0,20,1,788,1,1,3,2,2,441,4,555000
